Casa,Brand,Family,Item Code,Smart,Inches,Resolution,Tot Qty,Unit Price,Revenue,Refresh Rate,Sound Quality,Connectivity Options,Energy Efficiency,Pixel Density (PPI),Response Time (ms),Month
South,LG,LED,PLED40S,Yes,40,FHD,93,279,25947,60,Basic,2,D,36.7151195,10,June
South,Samsung,LED,PLED43S,Yes,40,FHD,94,279,26226,60,Basic,2,D,51.2303993,10,June
South,Samsung,LED,LED55U,Yes,40,FHD,94,280,26320,120,Basic,2,D,80.10571528,4,June
Beirut,Samsung,LED,PLED50S,Yes,40,FHD,102,281,28662,60,Basic,2,D,29.3720956,10,June
South,LG,LED,LED52,Yes,40,FHD,94,285,26790,120,Basic,2,D,42.36359942,4,June
Mount Lebanon,Sony,LED,T41,Yes,43,HD,71,289,20519,120,Enhanced,2,C,40.05285764,4,June
South,Samsung,LED,PLED32,Yes,40,UHD,94,291,27354,60,Basic,2,D,45.89389938,10,June
Beirut,Samsung,LED,LED 55U,Yes,58,FHD,58,293,16994,120,Basic,3,C,25.32077207,4,June
South,LG,LED,T40,Yes,40,UHD,94,296,27824,60,Basic,2,D,36.7151195,10,June
South,Samsung,LED,PLED32S,Yes,40,UHD,93,298,27714,60,Basic,2,D,45.89389938,10,June
South,LG,LED,PLED32S,Yes,40,UHD,94,301,28294,60,Basic,2,D,45.89389938,10,June
South,Samsung,LED,PLED32,Yes,40,UHD,94,301,28294,60,Basic,2,D,45.89389938,10,June
Beirut,Panasonic,LED,PLED40S,Yes,43,HD,100,330,33000,60,Basic,2,D,36.7151195,10,June
North,Samsung,LED,PLED50,Yes,43,HD,83,331,27473,60,Basic,2,D,29.3720956,10,June
North,Panasonic,LED,PLED40S,Yes,43,HD,83,332,27556,60,Basic,2,D,36.7151195,10,June
South,Panasonic,LED,PLED40,Yes,43,HD,94,333,31302,60,Basic,2,D,36.7151195,10,June
North,LG,LED,PLED25,Yes,43,HD,83,335,27805,60,Basic,2,D,58.7441912,10,June
North,Panasonic,LED,PLED40S,Yes,43,HD,83,335,27805,60,Basic,2,D,36.7151195,10,June
North,Panasonic,LED,PLED41S,Yes,43,HD,83,336,27888,60,Basic,2,D,53.72944317,10,June
North,Panasonic,LED,PLED41,Yes,43,HD,83,338,28054,60,Basic,2,C,53.72944317,10,June
South,LG,LED,PLED45S,Yes,43,HD,94,338,31772,60,Basic,2,C,32.63566178,10,June
Beirut,Samsung,LED,LED55U,Yes,43,UHD,99,338,33462,120,Basic,2,C,80.10571528,4,June
North,LG,LED,PLED41,Yes,43,HD,83,339,28137,60,Basic,2,C,53.72944317,10,June
Beirut,LG,LED,PLED41,Yes,43,HD,99,339,33561,60,Basic,2,C,53.72944317,10,June
South,LG,LED,PLED32S,Yes,43,HD,94,339,31866,60,Basic,2,C,45.89389938,10,June
South,LG,LED,PLED32S,Yes,43,HD,94,339,31866,60,Basic,2,C,45.89389938,10,June
North,LG,LED,PLED50,Yes,43,HD,83,340,28220,60,Basic,2,C,29.3720956,10,June
South,LG,LED,PLED25,Yes,43,HD,94,340,31960,60,Basic,2,C,58.7441912,10,June
North,Panasonic,LED,PLED25,Yes,43,HD,84,340,28560,60,Basic,2,C,58.7441912,10,June
North,LG,LED,PLED43S,Yes,43,HD,83,341,28303,60,Basic,2,C,51.2303993,10,June
North,Panasonic,LED,PLED32,Yes,43,HD,83,342,28386,60,Basic,2,C,45.89389938,10,June
Beirut,LG,LED,LED55U,Yes,43,HD,100,342,34200,120,Basic,2,C,80.10571528,4,June
North,LG,LED,PLED25,Yes,43,HD,84,343,28812,60,Basic,2,C,58.7441912,10,June
South,TCL,LED,PLED29,Yes,43,UHD,120,343,41160,120,Premium,3,D,50.64154414,4,June
North,LG,LED,PLED32S,Yes,43,FHD,83,345,28635,60,Basic,2,C,45.89389938,10,June
North,TCL,LED,LED50S,Yes,43,HD,83,345,28635,120,Premium,3,C,88.1162868,4,June
South,LG,LED,LED65U,Yes,43,FHD,94,346,32524,120,Basic,2,C,67.78175908,4,June
South,LG,LED,PLED50,Yes,43,FHD,93,347,32271,60,Basic,2,C,29.3720956,10,June
North,Panasonic,LED,LED55U,Yes,43,FHD,84,347,29148,120,Basic,2,C,80.10571528,4,June
North,LG,LED,LED58U,Yes,43,FHD,83,349,28967,120,Basic,2,C,75.96231621,4,June
South,Panasonic,LED,PLED43S,Yes,43,FHD,93,349,32457,60,Basic,2,C,51.2303993,10,June
North,Panasonic,LED,PLED32,Yes,43,FHD,83,350,29050,60,Basic,2,C,45.89389938,10,June
South,LG,LED,PLED40,Yes,43,FHD,94,351,32994,60,Basic,2,C,36.7151195,10,June
Beirut,Panasonic,LED,PLED25,Yes,43,FHD,98,351,34398,60,Basic,2,C,58.7441912,10,June
North,Panasonic,LED,PLED32,Yes,43,FHD,83,352,29216,60,Basic,2,C,45.89389938,10,June
Beirut,LG,LED,LED50S,Yes,43,FHD,102,352,35904,60,Basic,2,C,29.3720956,10,June
North,LG,LED,PLED29,Yes,43,FHD,84,355,29820,60,Basic,2,C,50.64154414,10,June
North,LG,LED,PLED25,Yes,43,UHD,83,356,29548,60,Basic,2,C,58.7441912,10,June
North,LG,LED,LED55U,Yes,43,UHD,83,357,29631,120,Basic,2,C,80.10571528,4,June
Beirut,TCL,LED,LED50S,Yes,43,UHD,102,359,36618,60,Premium,3,C,97.90698534,10,June
North,Panasonic,LED,PLED43S,Yes,43,UHD,83,360,29880,60,Basic,2,C,51.2303993,10,June
South,LG,LED,LED65U,Yes,43,UHD,94,360,33840,120,Basic,2,C,67.78175908,4,June
South,Panasonic,LED,PLED32S,Yes,43,UHD,94,360,33840,60,Basic,2,C,45.89389938,10,June
Beirut,Sony,LED,PLED25,Yes,43,HD,101,361,36461,60,Basic,2,C,58.7441912,10,June
South,Panasonic,LED,PLED43S,Yes,43,UHD,94,361,33934,60,Basic,2,C,51.2303993,10,June
North,Panasonic,LED,PLED50S,Yes,45,UHD,123,361,44403,60,Basic,3,B,29.3720956,10,June
South,LG,LED,LED55,Yes,43,UHD,93,362,33666,120,Basic,2,C,40.05285764,4,June
South,Panasonic,LED,LED55U,Yes,43,UHD,93,362,33666,120,Basic,2,C,80.10571528,4,June
North,Sony,LED,T40,Yes,43,FHD,83,363,30129,60,Basic,2,C,36.7151195,10,June
North,Sony,LED,PLED43S,Yes,43,FHD,83,364,30212,60,Basic,2,C,51.2303993,10,June
South,LG,LED,T32,Yes,43,UHD,94,364,34216,60,Basic,2,C,45.89389938,10,June
South,LG,LED,PLED25,Yes,43,UHD,94,364,34216,60,Basic,2,C,58.7441912,10,June
South,LG,LED,PLED43S,Yes,43,UHD,94,365,34310,60,Basic,2,C,51.2303993,10,June
South,Panasonic,LED,PLED40S,Yes,43,UHD,94,366,34404,60,Basic,2,C,36.7151195,10,June
Beirut,LG,LED,PLED32,Yes,43,UHD,101,367,37067,60,Basic,2,C,45.89389938,10,June
South,LG,LED,PLED32,Yes,45,HD,94,368,34592,60,Basic,2,C,45.89389938,10,June
North,Sony,LED,PLED25,Yes,45,HD,83,370,30710,60,Basic,2,C,58.7441912,10,June
South,Panasonic,LED,PLED32,Yes,45,HD,94,371,34874,60,Basic,2,C,45.89389938,10,June
South,LG,LED,PLED29,Yes,45,HD,94,372,34968,60,Basic,2,C,50.64154414,10,June
North,Sony,LED,PLED25,Yes,45,HD,83,373,30959,60,Basic,2,C,58.7441912,10,June
Bekaa,Sony,LED,T50,Yes,50,UHD,116,374,43384,60,Premium,3,D,102.4607986,10,June
South,Sony,LED,PLED41,Yes,45,HD,93,375,34875,60,Basic,2,C,53.72944317,10,June
North,LG,LED,PLED32,Yes,45,HD,83,375,31125,60,Basic,2,C,45.89389938,10,June
North,LG,LED,LED50S,Yes,45,HD,83,376,31208,60,Basic,2,C,29.3720956,10,June
North,Panasonic,LED,PLED25,Yes,45,HD,83,377,31291,60,Basic,2,C,58.7441912,10,June
North,Panasonic,LED,PLED32S,Yes,45,HD,83,377,31291,60,Basic,2,C,45.89389938,10,June
Beirut,Panasonic,LED,PLED40,Yes,45,FHD,99,378,37422,60,Basic,2,C,36.7151195,10,June
Beirut,Panasonic,LED,LED 55U,Yes,45,FHD,99,378,37422,120,Basic,2,C,80.10571528,4,June
North,Panasonic,LED,PLED32,Yes,45,FHD,83,379,31457,60,Basic,2,C,45.89389938,10,June
Beirut,Sony,LED,PLED32,Yes,45,FHD,99,380,37620,60,Basic,2,C,45.89389938,10,June
North,Panasonic,LED,LED55,Yes,45,FHD,83,380,31540,120,Basic,2,C,40.05285764,4,June
South,Panasonic,LED,PLED40,Yes,45,FHD,94,380,35720,60,Basic,2,C,36.7151195,10,June
South,Sony,LED,PLED25,Yes,45,FHD,93,381,35433,60,Basic,2,C,58.7441912,10,June
Beirut,Panasonic,LED,PLED32,Yes,45,FHD,99,381,37719,60,Basic,2,C,45.89389938,10,June
Beirut,LG,LED,PLED40S,Yes,45,FHD,99,381,37719,60,Basic,2,C,36.7151195,10,June
South,Sony,LED,PLED40S,Yes,45,FHD,94,381,35814,60,Basic,2,C,36.7151195,10,June
North,Sony,LED,PLED32S,Yes,45,FHD,83,381,31623,60,Basic,2,C,45.89389938,10,June
South,Panasonic,LED,PLED32,Yes,45,FHD,94,381,35814,60,Basic,2,C,45.89389938,10,June
South,Sony,LED,PLED32S,Yes,45,FHD,94,381,35814,60,Basic,2,C,45.89389938,10,June
South,Sony,LED,PLED32,Yes,45,FHD,94,381,35814,60,Basic,2,C,45.89389938,10,June
Mount Lebanon,Samsung,LED,T40,Yes,58,UHD,117,381,44577,120,Enhanced,3,D,75.96231621,4,June
North,Sony,LED,PLED40,Yes,45,FHD,83,384,31872,60,Basic,2,C,36.7151195,10,June
South,Sony,LED,LED50U,Yes,45,FHD,94,384,36096,60,Basic,2,C,88.1162868,10,June
Beirut,Sony,LED,PLED40,Yes,45,FHD,100,385,38500,60,Basic,2,C,36.7151195,10,June
North,Panasonic,LED,PLED43S,Yes,45,FHD,83,386,32038,60,Basic,2,C,51.2303993,10,June
North,Sony,LED,PLED32S,Yes,45,FHD,83,387,32121,60,Basic,2,C,45.89389938,10,June
South,LG,LED,LED50S,Yes,45,UHD,94,389,36566,120,Premium,2,C,44.0581434,4,June
Bekaa,Panasonic,LED,PLED45S,Yes,40,FHD,108,389,42012,60,Basic,3,C,33.89087954,10,June
North,LG,LED,PLED32S,Yes,45,UHD,83,390,32370,60,Basic,2,C,45.89389938,10,June
Beirut,Sony,LED,PLED29,Yes,45,UHD,101,390,39390,60,Basic,2,C,50.64154414,10,June
South,Panasonic,LED,PLED29,Yes,45,UHD,94,390,36660,60,Basic,2,C,50.64154414,10,June
South,Panasonic,LED,PLED32,Yes,45,UHD,94,390,36660,60,Basic,2,C,45.89389938,10,June
Bekaa,Sony,LED,PLED41,Yes,55,FHD,98,390,38220,60,Basic,3,A,25.32077207,10,June
South,Panasonic,LED,PLED32,Yes,45,UHD,93,392,36456,60,Basic,2,C,45.89389938,10,June
South,Sony,LED,LED55,Yes,45,UHD,94,392,36848,120,Basic,2,C,40.05285764,4,June
South,Panasonic,LED,PLED29,Yes,45,UHD,94,392,36848,60,Basic,2,C,50.64154414,10,June
South,Sony,LED,PLED50,Yes,45,UHD,93,393,36549,60,Basic,2,C,29.3720956,10,June
North,Panasonic,LED,PLED29,Yes,45,UHD,83,394,32702,60,Basic,2,C,50.64154414,10,June
South,Sony,LED,PLED29,Yes,45,UHD,94,394,37036,60,Basic,2,C,50.64154414,10,June
South,TCL,LED,LED50S,Yes,45,UHD,93,395,36735,60,Premium,2,C,29.3720956,10,June
North,Panasonic,LED,LED55,Yes,45,UHD,83,396,32868,120,Basic,2,C,40.05285764,4,June
North,TCL,LED,LED50S,Yes,45,UHD,83,396,32868,120,Premium,2,C,88.1162868,4,June
North,LG,LED,LED50U,Yes,45,UHD,84,396,33264,60,Basic,2,C,88.1162868,10,June
North,LG,LED,PLED32,Yes,45,UHD,83,398,33034,60,Basic,2,C,45.89389938,10,June
South,Sony,LED,T32,Yes,45,UHD,94,398,37412,60,Basic,2,C,45.89389938,10,June
South,Samsung,LED,PLED45S,Yes,65,UHD,112,398,44576,120,Enhanced,3,B,80.10571528,4,June
Beirut,Panasonic,LED,PLED25,Yes,45,UHD,99,399,39501,60,Basic,2,C,58.7441912,10,June
South,Panasonic,LED,PLED29,Yes,50,HD,94,399,37506,60,Basic,2,C,50.64154414,10,June
North,Sony,LED,PLED40,Yes,50,HD,83,401,33283,60,Basic,2,C,36.7151195,10,June
South,LG,LED,LED55,Yes,50,FHD,94,401,37694,120,Basic,2,C,40.05285764,4,June
South,Sony,LED,PLED40,Yes,50,HD,94,401,37694,60,Basic,2,C,36.7151195,10,June
South,LG,LED,LED55,Yes,50,FHD,94,402,37788,120,Basic,2,C,40.05285764,4,June
Beirut,Panasonic,LED,LED50U,Yes,50,HD,101,404,40804,60,Basic,2,C,88.1162868,10,June
Beirut,Sony,LED,PLED25,Yes,43,HD,86,407,35002,60,Enhanced,4,B,22.59391969,10,June
North,Sony,LED,PLED50,Yes,50,HD,83,408,33864,60,Basic,2,C,29.3720956,10,June
South,Panasonic,LED,PLED40S,Yes,50,HD,94,409,38446,60,Basic,2,C,36.7151195,10,June
North,Sony,LED,PLED40S,Yes,50,HD,83,410,34030,60,Basic,2,C,36.7151195,10,June
North,Panasonic,LED,LED50U,Yes,50,HD,83,411,34113,60,Basic,2,C,88.1162868,10,June
Beirut,Panasonic,LED,PLED40,Yes,50,HD,102,411,41922,60,Basic,2,C,36.7151195,10,June
South,Panasonic,LED,PLED32S,Yes,50,HD,93,411,38223,60,Basic,2,C,45.89389938,10,June
North,Panasonic,LED,LED55U,Yes,50,HD,83,411,34113,120,Basic,2,C,80.10571528,4,June
North,Sony,LED,LED65U,Yes,50,HD,84,411,34524,120,Basic,2,C,67.78175908,4,June
North,Panasonic,LED,PLED40,Yes,50,HD,83,412,34196,60,Basic,2,C,36.7151195,10,June
North,Sony,LED,PLED25,Yes,50,FHD,83,413,34279,60,Basic,2,C,58.7441912,10,June
Beirut,TCL,LED,LED58U,Yes,52,FHD,112,414,46368,60,Enhanced,3,B,84.72719885,10,June
South,Panasonic,LED,PLED50S,Yes,50,FHD,94,415,39010,60,Basic,2,C,29.3720956,10,June
South,Panasonic,LED,PLED32,Yes,50,FHD,94,415,39010,60,Basic,2,C,45.89389938,10,June
South,Panasonic,LED,PLED32,Yes,50,FHD,94,415,39010,60,Basic,2,C,45.89389938,10,June
North,Sony,LED,PLED25,Yes,50,FHD,83,417,34611,60,Basic,2,C,58.7441912,10,June
North,Sony,LED,PLED25,Yes,50,FHD,83,417,34611,60,Basic,2,C,58.7441912,10,June
North,Panasonic,LED,PLED25,Yes,50,FHD,83,420,34860,60,Basic,2,C,58.7441912,10,June
North,Sony,LED,LED55U,Yes,50,FHD,83,420,34860,120,Basic,2,C,80.10571528,4,June
Beirut,Panasonic,LED,PLED50,Yes,50,FHD,101,421,42521,60,Basic,2,C,29.3720956,10,June
North,Sony,LED,PLED32S,Yes,50,FHD,84,421,35364,60,Basic,2,C,45.89389938,10,June
Beirut,Sony,LED,PLED25,Yes,50,FHD,100,422,42200,60,Basic,2,C,58.7441912,10,June
North,Panasonic,LED,PLED32,Yes,50,FHD,83,423,35109,60,Basic,2,C,45.89389938,10,June
South,Samsung,LED,LED50S,Yes,50,FHD,93,424,39432,60,Premium,2,C,84.72719885,10,June
South,LG,LED,LED50S,Yes,50,UHD,94,424,39856,120,Premium,2,C,42.36359942,4,June
North,Panasonic,LED,PLED40S,Yes,50,FHD,83,425,35275,60,Basic,2,C,36.7151195,10,June
South,Panasonic,LED,PLED40S,Yes,50,UHD,93,429,39897,60,Basic,2,C,36.7151195,10,June
North,Panasonic,LED,LED65U,Yes,50,UHD,83,429,35607,120,Basic,2,C,67.78175908,4,June
North,Sony,LED,LED55U,Yes,50,UHD,83,432,35856,120,Basic,2,C,80.10571528,4,June
South,Panasonic,LED,PLE45S,Yes,65,HD,83,432,35856,120,Basic,3,B,45.89389938,4,June
South,Sony,LED,LED50S,Yes,50,UHD,93,433,40269,60,Basic,2,B,29.3720956,10,June
North,Panasonic,LED,LED55,Yes,50,UHD,83,436,36188,120,Basic,2,B,40.05285764,4,June
Beirut,Panasonic,LED,LED55,Yes,50,UHD,100,436,43600,120,Basic,2,B,40.05285764,4,June
North,Sony,LED,PLED25,Yes,50,UHD,83,437,36271,60,Basic,2,B,58.7441912,10,June
Beirut,LG,LED,T50,Yes,45,FHD,49,437,21413,60,Basic,3,B,25.32077207,10,June
Beirut,Panasonic,LED,LED65U,Yes,50,UHD,98,438,42924,120,Basic,2,B,67.78175908,4,June
South,Sony,LED,PLED40,Yes,50,UHD,94,439,41266,60,Basic,2,B,36.7151195,10,June
South,Panasonic,LED,PLED50S,Yes,52,HD,93,442,41106,60,Basic,2,B,29.3720956,10,June
South,Panasonic,LED,LED50S,Yes,52,HD,94,443,41642,60,Basic,2,B,29.3720956,10,June
South,Panasonic,LED,T32,Yes,52,HD,93,444,41292,60,Basic,2,B,45.89389938,10,June
North,Sony,LED,PLED50,Yes,52,HD,83,445,36935,60,Basic,2,B,29.3720956,10,June
Beirut,Samsung,LED,LED50S,Yes,52,HD,99,446,44154,120,Premium,2,B,68.84084907,4,June
North,Panasonic,LED,PLED29,Yes,52,HD,83,448,37184,60,Basic,2,B,50.64154414,10,June
South,Panasonic,LED,PLED40,Yes,52,HD,93,448,41664,60,Basic,2,B,36.7151195,10,June
South,Sony,LED,LED55,Yes,52,HD,94,448,42112,120,Basic,2,B,40.05285764,4,June
North,Panasonic,LED,PLED32,Yes,52,HD,83,449,37267,60,Basic,2,B,45.89389938,10,June
North,TCL,LED,T50,Yes,40,HD,86,449,38614,60,Premium,3,B,25.32077207,10,June
North,Sony,LED,PLED32,Yes,52,HD,83,450,37350,60,Basic,2,B,45.89389938,10,June
South,Panasonic,LED,PLED32S,Yes,52,HD,94,450,42300,60,Basic,2,B,45.89389938,10,June
North,Panasonic,LED,LED55U,Yes,40,FHD,109,452,49268,60,Premium,3,C,42.36359942,10,June
South,Panasonic,LED,PLED32,Yes,52,HD,93,454,42222,60,Basic,2,B,45.89389938,10,June
Beirut,LG,LED,LED50S,Yes,52,HD,102,454,46308,120,Premium,2,B,75.96231621,4,June
North,Panasonic,LED,LED50S,Yes,52,FHD,83,455,37765,60,Premium,2,B,53.72944317,10,June
South,Panasonic,LED,PLED25,Yes,52,FHD,94,455,42770,60,Basic,2,B,58.7441912,10,June
North,Panasonic,LED,PLED50,Yes,52,FHD,84,455,38220,60,Basic,2,B,29.3720956,10,June
Beirut,TCL,LED,LED50S,Yes,52,HD,101,456,46056,60,Premium,3,B,58.7441912,10,June
South,Sony,LED,PLED50,Yes,52,HD,94,456,42864,60,Basic,2,B,29.3720956,10,June
North,Panasonic,LED,PLED40,Yes,52,FHD,83,457,37931,60,Basic,2,B,36.7151195,10,June
Beirut,Sony,LED,PLED25,Yes,52,HD,99,457,45243,60,Basic,2,B,58.7441912,10,June
South,Panasonic,LED,PLED43S,Yes,52,FHD,94,458,43052,60,Basic,2,B,51.2303993,10,June
North,Samsung,LED,LED50S,Yes,52,HD,83,458,38014,60,Premium,2,B,34.15359954,10,June
North,Panasonic,LED,LED 55U,Yes,52,FHD,84,459,38556,120,Basic,2,B,80.10571528,4,June
North,Sony,LED,PLED32S,Yes,52,HD,83,460,38180,60,Basic,2,B,45.89389938,10,June
Beirut,Panasonic,LED,PLED43S,Yes,52,FHD,99,461,45639,60,Basic,2,B,51.2303993,10,June
North,Sony,LED,PLED32S,Yes,52,FHD,83,462,38346,60,Basic,2,B,45.89389938,10,June
North,Panasonic,LED,LED55,Yes,52,FHD,83,462,38346,120,Basic,2,B,40.05285764,4,June
Beirut,Sony,LED,PLED25,Yes,52,FHD,101,463,46763,60,Basic,2,B,58.7441912,10,June
North,Sony,LED,LED65U,Yes,52,FHD,83,464,38512,120,Basic,2,B,67.78175908,4,June
South,Panasonic,LED,PLED43,Yes,52,FHD,93,464,43152,60,Basic,2,B,51.2303993,10,June
North,Samsung,LED,LED50S,Yes,52,FHD,83,465,38595,120,Premium,3,B,48.95349267,4,June
South,Sony,LED,LED50U,Yes,52,FHD,94,465,43710,60,Basic,2,B,88.1162868,10,June
North,Panasonic,LED,PLED43,Yes,52,FHD,83,466,38678,60,Basic,2,B,51.2303993,10,June
North,Panasonic,LED,PLED32S,Yes,52,FHD,83,466,38678,60,Basic,2,B,45.89389938,10,June
Beirut,Sony,LED,PLED41,Yes,52,FHD,102,467,47634,60,Basic,2,B,53.72944317,10,June
North,Panasonic,LED,LED55U,Yes,52,FHD,83,468,38844,120,Basic,2,B,80.10571528,4,June
Beirut,Sony,LED,LED55,Yes,52,FHD,102,469,47838,120,Basic,2,B,40.05285764,4,June
Beirut,Sony,LED,LED50U,Yes,52,FHD,100,470,47000,60,Basic,2,B,88.1162868,10,June
Beirut,Panasonic,LED,LED55U,Yes,52,UHD,101,472,47672,120,Basic,2,B,80.10571528,4,June
Beirut,Panasonic,LED,LED50U,Yes,52,UHD,100,473,47300,60,Basic,2,B,88.1162868,10,June
Beirut,Sony,LED,PLED32,Yes,52,FHD,99,473,46827,60,Basic,2,B,45.89389938,10,June
North,Panasonic,LED,PLED40S,Yes,52,UHD,83,473,39259,60,Basic,2,B,36.7151195,10,June
Beirut,Panasonic,LED,PLED29,Yes,52,UHD,98,474,46452,60,Basic,2,B,50.64154414,10,June
Bekaa,Samsung,LED,LED50S,Yes,75,UHD,110,476,52360,120,Premium,3,D,34.15359954,4,June
Beirut,Panasonic,LED,LED55U,Yes,52,UHD,98,477,46746,120,Basic,2,B,80.10571528,4,June
Beirut,Sony,LED,PLED32S,Yes,52,FHD,98,478,46844,60,Basic,2,B,45.89389938,10,June
North,Panasonic,LED,PLED41,Yes,52,UHD,83,478,39674,60,Basic,2,B,53.72944317,10,June
North,Panasonic,LED,PLED32,Yes,52,UHD,83,478,39674,60,Basic,2,B,45.89389938,10,June
Beirut,Panasonic,LED,PLED32,Yes,52,UHD,98,480,47040,60,Basic,2,B,45.89389938,10,June
North,Sony,LED,PLED25,Yes,52,UHD,83,480,39840,60,Basic,2,B,58.7441912,10,June
North,Sony,LED,PLED32S,Yes,52,UHD,83,485,40255,60,Basic,2,B,45.89389938,10,June
Beirut,Sony,LED,PLED45S,Yes,52,UHD,99,487,48213,60,Basic,2,B,32.63566178,10,June
South,Sony,LED,LED55U,Yes,52,UHD,94,487,45778,120,Basic,2,B,80.10571528,4,June
South,Sony,LED,LED55U,Yes,52,UHD,94,487,45778,120,Basic,2,B,80.10571528,4,June
South,Sony,LED,PLED43S,Yes,52,UHD,93,489,45477,60,Basic,2,B,51.2303993,10,June
South,Sony,LED,T32,Yes,52,UHD,94,490,46060,60,Basic,2,B,45.89389938,10,June
South,Sony,LED,PLED50S,Yes,52,UHD,93,491,45663,60,Basic,2,B,29.3720956,10,June
South,Sony,LED,LED50S,Yes,52,UHD,93,493,45849,60,Premium,2,B,110.1453585,10,June
North,Sony,LED,LED 55U,Yes,52,UHD,83,494,41002,120,Basic,2,B,80.10571528,4,June
Bekaa,Sony,LED,LED50U,Yes,52,UHD,75,494,37050,60,Basic,2,B,88.1162868,10,June
Beirut,Sony,LED,PLED32S,Yes,52,UHD,100,494,49400,60,Basic,2,B,45.89389938,10,June
North,Panasonic,LED,LED55U,Yes,55,HD,83,495,41085,120,Basic,2,B,80.10571528,4,June
North,Panasonic,LED,T43,Yes,43,FHD,112,496,55552,60,Premium,3,E,50.64154414,10,June
South,Sony,LED,LED55U,Yes,55,HD,93,497,46221,120,Basic,2,B,80.10571528,4,June
North,Sony,LED,PLED40S,Yes,55,HD,83,497,41251,60,Basic,2,B,36.7151195,10,June
North,Sony,LED,PLED32S,Yes,55,HD,83,501,41583,60,Basic,2,B,45.89389938,10,June
South,Sony,LED,LED55U,Yes,55,HD,94,502,47188,120,Basic,2,B,80.10571528,4,June
North,Sony,LED,PLED32,Yes,55,HD,83,502,41666,60,Basic,2,B,45.89389938,10,June
North,LG,LED,PLED32S,Yes,55,UHD,99,504,49896,60,Premium,2,C,68.84084907,10,June
North,Sony,LED,PLED43S,Yes,55,HD,83,505,41915,60,Basic,2,B,51.2303993,10,June
South,TCL,LED,LED50S,Yes,55,HD,94,506,47564,60,Premium,3,B,19.58139707,10,June
North,Sony,LED,LED52,Yes,55,HD,84,506,42504,120,Basic,2,B,42.36359942,4,June
North,Sony,LED,PLED32,Yes,55,HD,83,507,42081,60,Basic,2,B,45.89389938,10,June
Beirut,Sony,LED,PLED50S,Yes,55,HD,101,507,51207,60,Basic,2,B,29.3720956,10,June
North,Sony,LED,PLED40S,Yes,55,HD,83,508,42164,60,Basic,2,B,36.7151195,10,June
South,Sony,LED,PLED32,Yes,55,HD,94,508,47752,60,Basic,2,B,45.89389938,10,June
North,Sony,LED,PLED32,Yes,55,HD,83,510,42330,60,Basic,2,B,45.89389938,10,June
South,Samsung,LED,LED50S,Yes,55,HD,93,512,47616,60,Premium,2,B,176.2325736,10,June
Bekaa,Samsung,LED,PLED41S,Yes,45,UHD,91,512,46592,120,Premium,3,C,97.90698534,4,June
Beirut,Sony,LED,PLED41,Yes,55,HD,99,515,50985,60,Basic,2,B,53.72944317,10,June
Bekaa,Sony,LED,PLED32S,Yes,55,FHD,75,518,38850,60,Basic,2,B,45.89389938,10,June
North,Sony,LED,PLED40S,Yes,55,FHD,83,521,43243,60,Basic,2,B,36.7151195,10,June
North,Sony,LED,PLED50S,Yes,55,FHD,83,522,43326,60,Basic,2,B,29.3720956,10,June
South,TCL,LED,LED50S,Yes,55,HD,93,525,48825,120,Basic,4,B,137.6816981,4,June
South,Panasonic,LED,PLED50S,Yes,65,UHD,83,527,43741,120,Premium,3,A,45.89389938,4,June
South,Sony,LED,PLED50,Yes,55,FHD,94,528,49632,60,Basic,2,B,29.3720956,10,June
South,TCL,LED,LED50S,Yes,55,HD,94,529,49726,120,Basic,4,B,26.70190509,4,June
South,Sony,LED,PLED40,Yes,55,FHD,94,532,50008,60,Basic,2,B,36.7151195,10,June
North,Sony,LED,PLED40S,Yes,55,FHD,83,537,44571,60,Basic,2,B,36.7151195,10,June
North,Sony,LED,PLED32,Yes,55,UHD,83,538,44654,60,Basic,2,B,45.89389938,10,June
South,LG,LED,LED50S,Yes,55,HD,94,539,50666,120,Premium,2,B,88.1162868,4,June
North,Sony,LED,PLED40,Yes,55,UHD,83,541,44903,60,Basic,2,B,36.7151195,10,June
North,Sony,LED,LED58U,Yes,55,UHD,83,542,44986,120,Basic,2,B,75.96231621,4,June
South,Sony,LED,LED65U,Yes,55,UHD,94,542,50948,120,Basic,2,B,67.78175908,4,June
Beirut,Sony,LED,PLED40S,Yes,55,UHD,101,544,54944,60,Basic,2,B,36.7151195,10,June
South,LG,LED,LED50S,Yes,55,HD,94,544,51136,120,Premium,2,B,88.1162868,4,June
North,Panasonic,LED,LED 55U,Yes,58,FHD,59,544,32096,60,Basic,3,A,110.1453585,10,June
North,LG,LED,LED50S,Yes,55,FHD,83,546,45318,60,Premium,2,B,55.07267925,10,June
Beirut,Sony,LED,PLED40,Yes,55,UHD,99,549,54351,60,Basic,2,B,36.7151195,10,June
South,Sony,LED,PLED50,Yes,55,UHD,94,549,51606,60,Basic,2,B,29.3720956,10,June
North,Sony,LED,LED55,Yes,55,UHD,83,551,45733,120,Basic,2,B,40.05285764,4,June
North,Sony,LED,PLED40S,Yes,55,UHD,83,557,46231,60,Basic,2,B,36.7151195,10,June
North,Sony,LED,PLED43S,Yes,55,UHD,83,559,46397,60,Basic,2,B,51.2303993,10,June
Bekaa,Panasonic,LED,T40,Yes,58,FHD,90,560,50400,120,Premium,3,D,75.96231621,4,June
